id,release_date,movie,production_budget,domestic_gross,worldwide_gross,tconst,primary_title,original_title,start_year,runtime_minutes,genres
19,2013-08-16,Paranoia,40000000.0,7388654.0,16340767.0,tt8045822,Paranoia,Paranoia,2015,84.0,Horror
19,2013-08-16,Paranoia,40000000.0,7388654.0,16340767.0,tt8327742,Paranoia,Paranoia,2018,,Drama
22,2018-03-09,The Hurricane Heist,40000000.0,6115824.0,30963684.0,tt5360952,The Hurricane Heist,The Hurricane Heist,2018,103.0,"Action,Adventure,Crime"
24,2015-11-25,Victor Frankenstein,40000000.0,5775076.0,31124367.0,tt1976009,Victor Frankenstein,Victor Frankenstein,2015,110.0,"Drama,Horror,Sci-Fi"
27,2014-06-27,Snowpiercer,40000000.0,4563029.0,88069880.0,tt1706620,Snowpiercer,Snowpiercer,2013,126.0,"Action,Drama,Sci-Fi"
28,2007-07-20,Sunshine,40000000.0,3688560.0,32030610.0,tt2083347,Sunshine,Sunshine,2011,87.0,Drama
28,2007-07-20,Sunshine,40000000.0,3688560.0,32030610.0,tt8602886,Sunshine,Sunshine,2018,,Drama
36,2004-09-24,The Last Shot,40000000.0,463730.0,463730.0,tt1754651,The Last Shot,The Last Shot,2010,47.0,Action
36,2004-09-24,The Last Shot,40000000.0,463730.0,463730.0,tt1789070,The Last Shot,The Last Shot,2011,101.0,"Drama,Family,Sport"
37,2007-03-16,Nomad,40000000.0,79123.0,79123.0,tt6111842,Nomad,Nomad,2018,83.0,Drama
37,2007-03-16,Nomad,40000000.0,79123.0,79123.0,tt6645106,Nomad,Nomad,2017,115.0,"Drama,Fantasy,Thriller"
39,2019-06-21,Kursk,40000000.0,0.0,4212799.0,tt2392373,Kursk,Kursk,2012,,Drama
39,2019-06-21,Kursk,40000000.0,0.0,4212799.0,tt4951982,The Command,Kursk,2018,117.0,"Action,Drama,History"
40,2016-11-11,USS Indianapolis: Men of Courage,40000000.0,0.0,1663785.0,tt2032572,USS Indianapolis: Men of Courage,USS Indianapolis: Men of Courage,2016,128.0,"Action,Drama,History"
43,2019-09-13,The Goldfinch,40000000.0,0.0,0.0,tt3864056,The Goldfinch,The Goldfinch,2019,,Drama
48,2012-10-05,Frankenweenie,39000000.0,35287788.0,81150788.0,tt1142977,Frankenweenie,Frankenweenie,2012,87.0,"Animation,Comedy,Family"
50,2005-09-30,Serenity,39000000.0,25514517.0,40319440.0,tt1913131,Serenity,Serenity,2011,93.0,"Biography,Documentary,Drama"
50,2005-09-30,Serenity,39000000.0,25514517.0,40319440.0,tt6476140,Serenity,Serenity,2019,106.0,"Drama,Mystery,Sci-Fi"
93,2019-01-25,Serenity,25000000.0,8547045.0,11367029.0,tt1913131,Serenity,Serenity,2011,93.0,"Biography,Documentary,Drama"
93,2019-01-25,Serenity,25000000.0,8547045.0,11367029.0,tt6476140,Serenity,Serenity,2019,106.0,"Drama,Mystery,Sci-Fi"
53,2013-08-23,Yi dai zong shi,38600000.0,6594959.0,57987299.0,tt1462900,The Grandmaster,Yi dai zong shi,2013,130.0,"Action,Biography,Drama"
59,2017-06-02,Captain Underpants: The First Epic Movie,38000000.0,73921000.0,126577874.0,tt2091256,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017,89.0,"Action,Animation,Comedy"
60,2015-04-17,Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646.0,tt3450650,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime"
62,2016-12-23,Why Him?,38000000.0,60323786.0,117425156.0,tt4501244,Why Him?,Why Him?,2016,111.0,Comedy
63,2011-04-22,Water for Elephants,38000000.0,58709717.0,116809717.0,tt1067583,Water for Elephants,Water for Elephants,2011,120.0,"Drama,Romance"
64,2010-10-08,Life as We Know It,38000000.0,53374681.0,105887837.0,tt1055292,Life as We Know It,Life as We Know It,2010,114.0,"Comedy,Drama,Romance"
64,2010-10-08,Life as We Know It,38000000.0,53374681.0,105887837.0,tt6341928,Life as We Know It,Life as We Know It,2017,,Comedy
66,2013-09-06,Riddick,38000000.0,42025135.0,94763758.0,tt1411250,Riddick,Riddick,2013,119.0,"Action,Adventure,Sci-Fi"
68,2002-05-24,Enough,38000000.0,39177215.0,50970660.0,tt2926198,Enough,Enough,2013,96.0,"Drama,History"
68,2002-05-24,Enough,38000000.0,39177215.0,50970660.0,tt8382238,Enough,Enough,2017,,Drama
69,2016-01-22,The 5th Wave,38000000.0,34912982.0,111336398.0,tt2304933,The 5th Wave,The 5th Wave,2016,112.0,"Action,Adventure,Drama"
70,2009-02-06,Push,38000000.0,31811527.0,49678401.0,tt3481236,Push,Push,2016,,"Crime,Thriller"
70,2009-02-06,Push,38000000.0,31811527.0,49678401.0,tt8976772,Push,Push,2019,92.0,Documentary
71,2013-09-20,Rush,38000000.0,26947624.0,98230839.0,tt1979320,Rush,Rush,2013,123.0,"Action,Biography,Drama"
71,2013-09-20,Rush,38000000.0,26947624.0,98230839.0,tt1987632,Rush,Rush,2011,87.0,"Comedy,Romance"
71,2013-09-20,Rush,38000000.0,26947624.0,98230839.0,tt2012633,Rush,Rush,2010,10.0,"Action,Documentary"
71,2013-09-20,Rush,38000000.0,26947624.0,98230839.0,tt2256514,Rush,Rush,2012,110.0,"Crime,Thriller"
71,2013-09-20,Rush,38000000.0,26947624.0,98230839.0,tt4912936,Rush,Rush,2014,60.0,"Documentary,News"
75,2017-10-20,Only the Brave,38000000.0,18340051.0,24555177.0,tt3829920,Only the Brave,Only the Brave,2017,134.0,"Action,Biography,Drama"
77,2011-10-14,The Thing,38000000.0,16999934.0,27573078.0,tt0905372,The Thing,The Thing,2011,103.0,"Horror,Mystery,Sci-Fi"
77,2011-10-14,The Thing,38000000.0,16999934.0,27573078.0,tt7520556,The Thing,The Thing,2017,5.0,Documentary
78,2001-09-07,Rock Star,38000000.0,16991902.0,19317765.0,tt5024572,Rock Star,Rock Star,2015,,"Action,Drama,Romance"
81,1997-10-31,Switchback,38000000.0,6504442.0,6504442.0,tt1648214,Mineville,Switchback,2010,89.0,Drama
85,2019-01-11,The Upside,37500000.0,108235497.0,119024536.0,tt1987680,The Upside,The Upside,2017,126.0,"Comedy,Drama"
86,2012-05-18,What to Expect When You're Expecting,37500000.0,41152203.0,88473016.0,tt1586265,What to Expect When You're Expecting,What to Expect When You're Expecting,2012,110.0,"Comedy,Drama,Romance"
87,2012-09-14,The Master,37500000.0,16247159.0,50647416.0,tt1560747,The Master,The Master,2012,138.0,Drama
87,2012-09-14,The Master,37500000.0,16247159.0,50647416.0,tt4117096,The Master,The Master,2014,,Documentary
87,2012-09-14,The Master,37500000.0,16247159.0,50647416.0,tt4273106,The Master,The Master,2014,86.0,"Action,History"
87,2012-09-14,The Master,37500000.0,16247159.0,50647416.0,tt4777394,The Master,The Master,2014,,Documentary
88,2008-10-10,The Express,37500000.0,9793406.0,9813309.0,tt6413518,The Express,The Express,2017,90.0,"Horror,Thriller"
89,2008-11-21,Twilight,37000000.0,192769854.0,402280159.0,tt8125482,Twilight,Twilight,2018,7.0,Documentary
20,1998-03-06,Twilight,20000000.0,15055091.0,15055091.0,tt8125482,Twilight,Twilight,2018,7.0,Documentary
90,2013-08-07,We're the Millers,37000000.0,150394119.0,267816276.0,tt1723121,We're the Millers,We're the Millers,2013,110.0,"Comedy,Crime"
91,2015-11-25,Creed,37000000.0,109767581.0,173567581.0,tt1632705,Creed,Creed,2010,77.0,Horror
91,2015-11-25,Creed,37000000.0,109767581.0,173567581.0,tt3076658,Creed,Creed,2015,133.0,"Drama,Sport"
91,2015-11-25,Creed,37000000.0,109767581.0,173567581.0,tt4354930,Creed,Creed,2016,80.0,"Crime,Drama"
92,2010-09-17,The Town,37000000.0,92186262.0,152566881.0,tt0840361,The Town,The Town,2010,125.0,"Crime,Drama,Thriller"
92,2010-09-17,The Town,37000000.0,92186262.0,152566881.0,tt6259458,The Town,The Town,2012,101.0,Horror
93,2011-09-23,Dolphin Tale,37000000.0,72286779.0,96068724.0,tt1564349,Dolphin Tale,Dolphin Tale,2011,113.0,"Drama,Family"
94,2018-02-23,Game Night,37000000.0,69179066.0,117378084.0,tt2355597,Game Night,Game Night,2012,,Comedy
94,2018-02-23,Game Night,37000000.0,69179066.0,117378084.0,tt2704998,Game Night,Game Night,2018,100.0,"Action,Comedy,Crime"
99,2010-02-26,Cop Out,37000000.0,44875481.0,55909910.0,tt1385867,Cop Out,Cop Out,2010,107.0,"Action,Comedy,Crime"
100,2011-01-28,The Rite,37000000.0,33047633.0,97143987.0,tt1161864,The Rite,The Rite,2011,114.0,"Drama,Horror,Mystery"
2,1999-12-17,Magnolia,37000000.0,22450975.0,48446802.0,tt7666988,Magnolia,Magnolia,2016,85.0,"Drama,Family,Romance"
2,1999-12-17,Magnolia,37000000.0,22450975.0,48446802.0,tt9392082,Magnolia,Magnolia,2018,49.0,"Drama,Music"
3,2015-05-29,Aloha,37000000.0,21052030.0,25387091.0,tt1243974,Aloha,Aloha,2015,105.0,"Comedy,Drama,Romance"
10,2010-03-26,Hot Tub Time Machine,36000000.0,50269859.0,65967750.0,tt1231587,Hot Tub Time Machine,Hot Tub Time Machine,2010,101.0,"Comedy,Sci-Fi"
11,1997-05-02,Breakdown,36000000.0,50159144.0,50159144.0,tt3381610,Breakdown,Breakdown,2016,110.0,"Drama,Thriller"
11,1997-05-02,Breakdown,36000000.0,50159144.0,50159144.0,tt3899930,Breakdown,Breakdown,2015,88.0,Thriller
12,2014-09-12,Dolphin Tale 2,36000000.0,42024533.0,57824533.0,tt2978462,Dolphin Tale 2,Dolphin Tale 2,2014,107.0,"Drama,Family"
13,2016-12-16,Collateral Beauty,36000000.0,31016021.0,85309093.0,tt4682786,Collateral Beauty,Collateral Beauty,2016,97.0,"Drama,Romance"
20,2016-01-22,Yip Man 3,36000000.0,2679437.0,157300954.0,tt2888046,Ip Man 3,Yip Man 3,2015,105.0,"Action,Biography,Drama"
21,2011-05-06,There Be Dragons,36000000.0,1069334.0,4020990.0,tt1316616,There Be Dragons,There Be Dragons,2011,122.0,"Biography,Drama,War"
22,2017-04-14,Queen of the Desert,36000000.0,0.0,1578543.0,tt1837636,Queen of the Desert,Queen of the Desert,2015,128.0,"Adventure,Biography,Drama"
24,2017-09-08,It,35000000.0,327481748.0,697457969.0,tt1396484,It,It,2017,135.0,"Horror,Thriller"
29,2010-12-22,True Grit,35000000.0,171243005.0,252276928.0,tt1403865,True Grit,True Grit,2010,110.0,"Adventure,Drama,Western"
31,1998-09-18,Rush Hour,35000000.0,141186864.0,245300000.0,tt7620218,Rush Hour,Rush Hour,2018,80.0,Documentary
32,2013-02-08,Identity Thief,35000000.0,134506920.0,175361578.0,tt2024432,Identity Thief,Identity Thief,2013,111.0,"Adventure,Comedy,Crime"
34,2011-07-08,Horrible Bosses,35000000.0,117538559.0,212417601.0,tt1499658,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime"
36,2015-07-17,Trainwreck,35000000.0,110212700.0,141123897.0,tt3152624,Trainwreck,Trainwreck,2015,125.0,"Comedy,Drama,Romance"
37,2013-12-13,Saving Mr. Banks,35000000.0,83299761.0,114962525.0,tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013,125.0,"Biography,Comedy,Drama"
39,2008-03-28,21,35000000.0,81159365.0,159846429.0,tt5097012,21,21,2016,98.0,Horror
47,2005-07-29,Sky High,35000000.0,63939454.0,83109359.0,tt2466604,Sky High,Sky High,2012,70.0,"Adventure,Documentary,Drama"
49,2010-04-30,A Nightmare on Elm Street,35000000.0,63075011.0,117729621.0,tt1179056,A Nightmare on Elm Street,A Nightmare on Elm Street,2010,95.0,"Crime,Drama,Horror"
17,1984-11-09,A Nightmare on Elm Street,1800000.0,25504513.0,25504513.0,tt1179056,A Nightmare on Elm Street,A Nightmare on Elm Street,2010,95.0,"Crime,Drama,Horror"
53,2010-10-08,Secretariat,35000000.0,59699513.0,60376247.0,tt1028576,Secretariat,Secretariat,2010,123.0,"Biography,Drama,Family"
55,2011-07-22,Friends with Benefits,35000000.0,55802754.0,146595891.0,tt1632708,Friends with Benefits,Friends with Benefits,2011,109.0,"Comedy,Romance"
56,2016-05-20,Neighbors 2: Sorority Rising,35000000.0,55340730.0,108757621.0,tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016,92.0,Comedy
58,2003-10-24,Radio,35000000.0,52333738.0,53293628.0,tt2780192,Radio,Radio,2013,,Thriller
59,2018-06-29,Sicario: Day of the Soldado,35000000.0,50065850.0,75885196.0,tt5052474,Sicario: Day of the Soldado,Sicario: Day of the Soldado,2018,122.0,"Action,Crime,Drama"
62,2015-05-22,Poltergeist,35000000.0,47425125.0,95713069.0,tt1029360,Poltergeist,Poltergeist,2015,93.0,"Horror,Thriller"
22,1982-06-04,Poltergeist,10700000.0,74706019.0,121706019.0,tt1029360,Poltergeist,Poltergeist,2015,93.0,"Horror,Thriller"
63,2018-10-12,Goosebumps 2: Haunted Halloween,35000000.0,46697321.0,93291478.0,tt5664636,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,2018,90.0,"Adventure,Comedy,Family"
64,2018-01-19,12 Strong,35000000.0,45819713.0,71118378.0,tt1413492,12 Strong,12 Strong,2018,130.0,"Action,Drama,History"
72,2011-05-06,Something Borrowed,35000000.0,39046489.0,65084116.0,tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance"
74,2011-10-28,In Time,35000000.0,37553932.0,165103952.0,tt1637688,In Time,In Time,2011,109.0,"Action,Crime,Drama"
75,2010-04-23,The Back-up Plan,35000000.0,37490007.0,75281179.0,tt1212436,The Back-up Plan,The Back-up Plan,2010,104.0,"Comedy,Romance"
76,2011-11-09,J. Edgar,35000000.0,37306030.0,84606030.0,tt1616195,J. Edgar,J. Edgar,2011,137.0,"Biography,Crime,Drama"
78,2018-08-17,Mile 22,35000000.0,36108758.0,66295121.0,tt4560436,Mile 22,Mile 22,2018,94.0,"Action,Adventure,Thriller"
79,2015-05-08,Hot Pursuit,35000000.0,34580201.0,45671512.0,tt2967224,Hot Pursuit,Hot Pursuit,2015,87.0,"Action,Comedy,Crime"
80,2015-12-25,Concussion,35000000.0,34531832.0,50363790.0,tt2296697,Concussion,Concussion,2013,96.0,Drama
80,2015-12-25,Concussion,35000000.0,34531832.0,50363790.0,tt3322364,Concussion,Concussion,2015,123.0,"Biography,Drama,Sport"
80,2015-12-25,Concussion,35000000.0,34531832.0,50363790.0,tt6722548,Concussion,Concussion,2017,,Documentary
81,2017-10-13,The Foreigner,35000000.0,34393507.0,140783360.0,tt1615160,The Foreigner,The Foreigner,2017,113.0,"Action,Thriller"
81,2017-10-13,The Foreigner,35000000.0,34393507.0,140783360.0,tt2133340,The Foreigner,The Foreigner,2011,145.0,Action
81,2017-10-13,The Foreigner,35000000.0,34393507.0,140783360.0,tt2170623,The Foreigner,The Foreigner,2012,100.0,"Comedy,Romance"
82,2004-12-03,Closer,35000000.0,33987757.0,116177695.0,tt3667264,Closer,Closer,2015,87.0,Drama
89,2018-06-01,Adrift,35000000.0,31445011.0,57897191.0,tt2168766,Adrift,Adrift,2015,,Drama
89,2018-06-01,Adrift,35000000.0,31445011.0,57897191.0,tt4608626,Adrift,Adrift,2015,85.0,Romance
89,2018-06-01,Adrift,35000000.0,31445011.0,57897191.0,tt6306064,Adrift,Adrift,2018,96.0,"Action,Adventure,Biography"
90,2008-08-15,Mirrors,35000000.0,30691439.0,77220596.0,tt4946644,Mirrors,Mirrors,2013,,Documentary
90,2008-08-15,Mirrors,35000000.0,30691439.0,77220596.0,tt7883448,Mirrors,Mirrors,2018,90.0,"Sci-Fi,Thriller"
91,2017-01-06,Underworld: Blood Wars,35000000.0,30353973.0,81209222.0,tt3717252,Underworld: Blood Wars,Underworld: Blood Wars,2016,91.0,"Action,Adventure,Fantasy"
93,2010-08-20,Nanny McPhee and the Big Bang,35000000.0,29197642.0,97799865.0,tt1415283,Nanny McPhee Returns,Nanny McPhee and the Big Bang,2010,109.0,"Comedy,Family,Fantasy"
96,2011-09-23,Abduction,35000000.0,28087155.0,86648359.0,tt1600195,Abduction,Abduction,2011,106.0,"Action,Mystery,Thriller"
96,2011-09-23,Abduction,35000000.0,28087155.0,86648359.0,tt2335176,Abduction,Abduction,2013,,Drama
96,2011-09-23,Abduction,35000000.0,28087155.0,86648359.0,tt2447982,Abduction,Abduction,2011,84.0,"Horror,Thriller"
96,2011-09-23,Abduction,35000000.0,28087155.0,86648359.0,tt5943940,Abduction,Abduction,2017,90.0,"Action,Comedy,Drama"
96,2011-09-23,Abduction,35000000.0,28087155.0,86648359.0,tt7867360,Abduction,Abduction,2019,106.0,"Action,Sci-Fi"
100,2012-10-19,Alex Cross,35000000.0,25888412.0,35426759.0,tt1712170,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery"
4,2001-11-09,Heist,35000000.0,23483357.0,28906817.0,tt3276924,Heist,Heist,2015,93.0,"Action,Crime,Thriller"
4,2001-11-09,Heist,35000000.0,23483357.0,28906817.0,tt5112932,Heist,Heist,2015,47.0,Action
4,2001-11-09,Heist,35000000.0,23483357.0,28906817.0,tt7967156,Heist,Heist,2017,73.0,"Action,Crime,Drama"
25,2015-11-13,Heist,8900000.0,50136.0,3324131.0,tt3276924,Heist,Heist,2015,93.0,"Action,Crime,Thriller"
25,2015-11-13,Heist,8900000.0,50136.0,3324131.0,tt5112932,Heist,Heist,2015,47.0,Action
25,2015-11-13,Heist,8900000.0,50136.0,3324131.0,tt7967156,Heist,Heist,2017,73.0,"Action,Crime,Drama"
6,2016-03-04,Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0,tt3553442,Whiskey Tango Foxtrot,Whiskey Tango Foxtrot,2016,112.0,"Biography,Comedy,Drama"
8,2015-08-21,Hitman: Agent 47,35000000.0,22467450.0,82182803.0,tt2679042,Hitman: Agent 47,Hitman: Agent 47,2015,96.0,"Action,Adventure,Crime"
10,2012-08-24,Premium Rush,35000000.0,20275446.0,31393201.0,tt1547234,Premium Rush,Premium Rush,2012,91.0,"Action,Crime,Thriller"
11,2013-01-18,Broken City,35000000.0,19701164.0,34480045.0,tt1235522,Broken City,Broken City,2013,109.0,"Crime,Drama,Thriller"
13,2000-02-23,Wonder Boys,35000000.0,19389454.0,33422485.0,tt9095294,Wonder Boys,Wonder Boys,2018,144.0,"Crime,Thriller"
14,2005-02-25,Cursed,35000000.0,19294901.0,25114901.0,tt4024312,Cursed,Cursed,2016,81.0,Comedy
17,2010-04-30,Furry Vengeance,35000000.0,17630465.0,39340177.0,tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family"
18,2013-01-25,Parker,35000000.0,17616641.0,48543388.0,tt1904996,Parker,Parker,2013,118.0,"Action,Crime,Thriller"
20,2000-09-15,Bait,35000000.0,15325127.0,15471969.0,tt1438173,Bait,Bait,2012,93.0,"Action,Adventure,Drama"
20,2000-09-15,Bait,35000000.0,15325127.0,15471969.0,tt2850658,Bait,Bait,2013,93.0,Thriller
20,2000-09-15,Bait,35000000.0,15325127.0,15471969.0,tt3700594,Bait,Bait,2014,82.0,"Drama,Thriller"
20,2000-09-15,Bait,35000000.0,15325127.0,15471969.0,tt4537086,Bait,Bait,2014,49.0,"Drama,Thriller"
20,2000-09-15,Bait,35000000.0,15325127.0,15471969.0,tt4878108,Bait,Bait,2014,,Drama
20,2000-09-15,Bait,35000000.0,15325127.0,15471969.0,tt9652782,Bait,Bait,2019,89.0,Drama
24,2011-05-27,The Tree of Life,35000000.0,13305665.0,61721826.0,tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy"
24,2011-05-27,The Tree of Life,35000000.0,13305665.0,61721826.0,tt8991250,The Tree of Life,The Tree of Life,2018,60.0,Documentary
26,2006-08-11,Zoom,35000000.0,11989328.0,12506188.0,tt3763866,Zoom,Zoom,2015,96.0,"Animation,Comedy,Drama"
26,2006-08-11,Zoom,35000000.0,11989328.0,12506188.0,tt5815346,Zoom,Zoom,2016,158.0,"Comedy,Drama,Romance"
26,2006-08-11,Zoom,35000000.0,11989328.0,12506188.0,tt6117454,Zoom,Zoom,2016,,"Crime,Thriller"
26,2006-08-11,Zoom,35000000.0,11989328.0,12506188.0,tt6667868,Zoom,Zoom,2016,,Horror
29,2014-03-28,Sabotage,35000000.0,10508518.0,18376443.0,tt1742334,Sabotage,Sabotage,2014,109.0,"Action,Crime,Drama"
32,2015-03-06,Unfinished Business,35000000.0,10219501.0,13214051.0,tt2126400,Unfinished Business,Unfinished Business,2011,107.0,"Drama,Family"
32,2015-03-06,Unfinished Business,35000000.0,10219501.0,13214051.0,tt2358925,Unfinished Business,Unfinished Business,2015,91.0,"Comedy,Drama"
32,2015-03-06,Unfinished Business,35000000.0,10219501.0,13214051.0,tt4998626,Unfinished Business,Unfinished Business,2016,,Horror
32,2015-03-06,Unfinished Business,35000000.0,10219501.0,13214051.0,tt6893224,Unfinished Business,Unfinished Business,2017,,"Fantasy,Thriller"
32,2015-03-06,Unfinished Business,35000000.0,10219501.0,13214051.0,tt7316906,Unfinished Business,Unfinished Business,2017,60.0,Drama
32,2015-03-06,Unfinished Business,35000000.0,10219501.0,13214051.0,tt8323644,Unfinished Business,Unfinished Business,2017,,Romance
32,2015-03-06,Unfinished Business,35000000.0,10219501.0,13214051.0,tt8324550,Unfinished Business,Unfinished Business,2017,,Romance
33,2015-09-30,The Walk,35000000.0,10161183.0,61492104.0,tt2159988,The Walk,The Walk,2015,89.0,"Crime,Thriller"
33,2015-09-30,The Walk,35000000.0,10161183.0,61492104.0,tt3488710,The Walk,The Walk,2015,123.0,"Adventure,Biography,Drama"
35,2013-11-29,Mandela: Long Walk to Freedom,35000000.0,8323085.0,29890402.0,tt2304771,Mandela: Long Walk to Freedom,Mandela: Long Walk to Freedom,2013,141.0,"Biography,Drama,History"
40,2017-10-20,The Snowman,35000000.0,6670765.0,43226146.0,tt1758810,The Snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery"
44,2011-01-28,Biutiful,35000000.0,5101237.0,24687524.0,tt1164999,Biutiful,Biutiful,2010,148.0,"Drama,Romance"
47,2016-04-22,A Hologram for the King,35000000.0,4212494.0,11846010.0,tt2980210,A Hologram for the King,A Hologram for the King,2016,98.0,"Comedy,Drama,Romance"
49,1986-10-03,Playing for Keeps,35000000.0,2000000.0,2000000.0,tt1540128,Playing for Keeps,Playing for Keeps,2012,105.0,"Comedy,Romance,Sport"
53,2012-09-14,Stolen,35000000.0,289773.0,17967746.0,tt1656186,Stolen,Stolen,2012,96.0,"Action,Crime,Thriller"
53,2012-09-14,Stolen,35000000.0,289773.0,17967746.0,tt6215338,Stolen,Stolen,2016,86.0,"Crime,Drama"
53,2012-09-14,Stolen,35000000.0,289773.0,17967746.0,tt6344530,Stolen,Stolen,2018,58.0,Drama
54,2011-10-14,Trespass,35000000.0,16816.0,786532.0,tt1674784,Trespass,Trespass,2011,91.0,"Crime,Drama,Thriller"
54,2011-10-14,Trespass,35000000.0,16816.0,786532.0,tt8359690,Trespass,Trespass,2020,,Western
56,2015-03-13,The Lovers,35000000.0,0.0,53899.0,tt1321869,The Lovers,The Lovers,2013,109.0,"Action,Adventure,Romance"
56,2015-03-13,The Lovers,35000000.0,0.0,53899.0,tt5770620,The Lovers,The Lovers,2017,97.0,"Comedy,Drama,Romance"
58,2011-12-25,The Darkest Hour,34800000.0,21443494.0,62831715.0,tt1093357,The Darkest Hour,The Darkest Hour,2011,89.0,"Action,Adventure,Horror"
58,2011-12-25,The Darkest Hour,34800000.0,21443494.0,62831715.0,tt4249090,The Darkest Hour,The Darkest Hour,2014,52.0,"Documentary,News"
59,2017-06-28,Baby Driver,34000000.0,107825862.0,228104185.0,tt3890160,Baby Driver,Baby Driver,2017,113.0,"Action,Crime,Drama"
60,2014-09-19,The Maze Runner,34000000.0,102427862.0,348319861.0,tt1790864,The Maze Runner,The Maze Runner,2014,113.0,"Action,Mystery,Sci-Fi"
61,2015-04-10,The Longest Ride,34000000.0,37446117.0,63802928.0,tt2726560,The Longest Ride,The Longest Ride,2015,123.0,"Drama,Romance"
64,2018-08-03,The Darkest Minds,34000000.0,12695691.0,38361428.0,tt4073790,The Darkest Minds,The Darkest Minds,2018,104.0,"Action,Adventure,Drama"
72,2001-03-16,Exit Wounds,33000000.0,51758599.0,79958599.0,tt4706692,Exit Wounds,Exit Wounds,2015,11.0,"Documentary,Drama,War"
73,2016-07-08,Mike and Dave Need Wedding Dates,33000000.0,46009673.0,75898100.0,tt2823054,Mike and Dave Need Wedding Dates,Mike and Dave Need Wedding Dates,2016,98.0,"Adventure,Comedy,Romance"
74,2012-07-27,Step Up Revolution,33000000.0,35074677.0,165552290.0,tt1800741,Step Up Revolution,Step Up Revolution,2012,99.0,"Drama,Music,Romance"
77,2000-09-08,The Watcher,33000000.0,28946615.0,47267829.0,tt3252624,The Watcher,The Watcher,2010,75.0,Drama
77,2000-09-08,The Watcher,33000000.0,28946615.0,47267829.0,tt3261880,The Watcher,The Watcher,2014,45.0,Drama
77,2000-09-08,The Watcher,33000000.0,28946615.0,47267829.0,tt5497458,The Watcher,The Watcher,2016,89.0,"Horror,Thriller"
77,2000-09-08,The Watcher,33000000.0,28946615.0,47267829.0,tt8063826,The Watcher,The Watcher,2018,97.0,"Horror,Mystery,Thriller"
78,2012-04-27,Safe,33000000.0,17142080.0,41495213.0,tt1656190,Safe,Safe,2012,94.0,"Action,Crime,Thriller"
78,2012-04-27,Safe,33000000.0,17142080.0,41495213.0,tt6383726,Safe,Safe,2017,75.0,Thriller
79,2008-03-14,Doomsday,33000000.0,11008770.0,21621188.0,tt2805976,Doomsday,Doomsday,2015,95.0,"Action,Sci-Fi"
82,2015-07-31,The Young and Prodigious T.S. Spivet,33000000.0,176847.0,357687.0,tt1981107,The Young and Prodigious T.S. Spivet,The Young and Prodigious T.S. Spivet,2013,105.0,"Action,Adventure,Comedy"
83,2015-10-30,Freaks of Nature,33000000.0,70958.0,70958.0,tt1817771,Freaks of Nature,Freaks of Nature,2015,92.0,"Comedy,Horror,Sci-Fi"
85,2011-05-13,Bridesmaids,32500000.0,169211718.0,289632023.0,tt1478338,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance"
87,2013-04-26,The Big Wedding,32500000.0,21819348.0,48425971.0,tt1931435,The Big Wedding,The Big Wedding,2013,89.0,"Comedy,Drama,Romance"
88,2012-02-24,Wanderlust,32500000.0,17288155.0,24159934.0,tt10375030,Wanderlust,Wanderlust,2019,,Fantasy
88,2012-02-24,Wanderlust,32500000.0,17288155.0,24159934.0,tt1655460,Wanderlust,Wanderlust,2012,98.0,"Comedy,Romance"
88,2012-02-24,Wanderlust,32500000.0,17288155.0,24159934.0,tt5246726,Wanderlust,Wanderlust,2015,3.0,"Adventure,Documentary"
88,2012-02-24,Wanderlust,32500000.0,17288155.0,24159934.0,tt6326352,Wanderlust,Wanderlust,2017,58.0,Drama
88,2012-02-24,Wanderlust,32500000.0,17288155.0,24159934.0,tt6851110,Wanderlust,Wanderlust,2017,,Documentary
95,2010-08-27,Takers,32000000.0,57744720.0,70587268.0,tt1135084,Takers,Takers,2010,107.0,"Action,Crime,Thriller"
96,2011-04-01,Source Code,32000000.0,54712227.0,140428499.0,tt0945513,Source Code,Source Code,2011,93.0,"Action,Drama,Sci-Fi"
99,2018-04-20,I Feel Pretty,32000000.0,48795601.0,91553797.0,tt6791096,I Feel Pretty,I Feel Pretty,2018,110.0,"Comedy,Romance"
1,2011-02-18,"Big Mommas: Like Father, Like Son",32000000.0,37915414.0,82332450.0,tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime"
