tmdb_id,tconst,primary_title,original_title,movie,runtime_minutes,genres,genre_ids,averagerating,numvotes,release_date_x,release_date_y,vote_average,vote_count,popularity,domestic_gross,production_budget,worldwide_gross
158394,tt3279418,Redemption,Redemption,Redemption,106.0,"Drama,Mystery,Thriller",[99],8.4,5,2013-06-28,2013-04-05,5.5,2,0.703,36686,23000000,13593473
81005,tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,Jack the Giant Slayer,114.0,"Adventure,Fantasy","[28, 12, 10751, 14]",6.3,123127,2013-03-01,2013-03-01,5.6,3403,12.773,65187603,195000000,197687603
249164,tt1355630,If I Stay,If I Stay,If I Stay,107.0,"Drama,Fantasy,Music",[18],6.8,107625,2014-08-22,2014-08-22,7.4,2703,12.047,50474843,11000000,78356170
325789,tt1355631,The Infiltrator,The Infiltrator,The Infiltrator,127.0,"Biography,Crime,Drama","[80, 18, 53]",7.0,61547,2016-07-13,2016-07-13,6.6,943,9.588,15436808,47500000,20718104
274870,tt1355644,Passengers,Passengers,Passengers,116.0,"Drama,Romance,Sci-Fi","[18, 10749, 878]",7.0,311083,2016-12-21,2016-12-21,6.8,7869,14.074000000000002,100014699,110000000,302239672
261023,tt1355683,Black Mass,Black Mass,Black Mass,123.0,"Biography,Crime,Drama","[18, 80]",6.9,155847,2015-09-18,2015-09-18,6.4,2020,14.645999999999999,62575678,53000000,98837872
46252,tt1360826,Rust,Rust,Rust,95.0,Drama,[18],5.6,404,2010-10-05,2010-10-07,8.0,1,0.66,0,250000,0
46252,tt3490320,Rust,Rust,Rust,75.0,"Horror,Thriller",[18],6.1,22,2010-10-05,2010-10-07,8.0,1,0.66,0,250000,0
47088,tt1361313,The Extra Man,The Extra Man,The Extra Man,108.0,Comedy,[35],5.9,4580,2010-07-30,2010-08-01,5.9,46,5.056,453377,7000000,492108
338970,tt1365519,Tomb Raider,Tomb Raider,Tomb Raider,119.0,"Action,Adventure,Fantasy","[28, 12, 14]",6.3,163560,2018-03-16,2018-03-16,6.3,4310,24.968000000000004,58250803,90000000,273477501
333384,tt1366338,Lowriders,Lowriders,Lowriders,98.0,"Adventure,Crime,Drama",[18],5.7,1954,2017-05-12,2017-05-12,6.5,46,4.958,6179955,916000,6188421
57431,tt1366344,The Sitter,The Sitter,The Sitter,81.0,Comedy,[35],5.7,65575,2011-12-09,2011-12-09,5.4,472,11.571,30542576,25000000,38749404
77948,tt1366365,The Cold Light of Day,The Cold Light of Day,The Cold Light of Day,93.0,"Action,Thriller","[28, 53, 9648]",4.9,33039,2012-09-07,2012-09-06,5.1,463,8.974,3763583,20000000,25361206
83542,tt1371111,Cloud Atlas,Cloud Atlas,Cloud Atlas,172.0,"Action,Drama,Mystery","[18, 878]",7.4,326473,2012-10-26,2012-10-26,6.8,4505,14.681,27108272,102000000,130673154
46138,tt1371155,Made in Dagenham,Made in Dagenham,Made in Dagenham,113.0,"Biography,Comedy,Drama","[35, 18, 36]",7.2,13121,2010-11-19,2010-11-19,6.6,150,7.275,1095369,8000000,15644196
101173,tt1372686,Coriolanus,Coriolanus,Coriolanus,123.0,"Drama,Thriller,War","[18, 53]",6.1,29654,2012-01-20,2012-01-19,6.0,215,8.016,749641,10000000,2179623
398307,tt1373405,The Awakening,The Awakening,The Awakening,83.0,"Horror,Thriller",[],2.4,141,2012-08-17,2010-10-29,4.0,3,0.6,95933,4900000,6924321
398307,tt1687901,The Awakening,The Awakening,The Awakening,102.0,"Horror,Thriller",[],6.5,60215,2012-08-17,2010-10-29,4.0,3,0.6,95933,4900000,6924321
58431,tt1374989,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,108.0,"Action,Comedy,Horror","[10749, 27, 35, 53]",5.8,46187,2016-02-05,2016-02-05,5.7,1195,9.086,10907291,28000000,16638300
58244,tt1374992,Upside Down,Upside Down,Upside Down,109.0,"Drama,Fantasy,Romance","[10749, 878, 18, 14]",6.4,66347,2013-03-15,2013-03-14,6.2,1645,12.454,102118,50000000,26387039
58244,tt2105043,Upside Down,Upside Down,Upside Down,81.0,Drama,"[10749, 878, 18, 14]",6.6,45,2013-03-15,2013-03-14,6.2,1645,12.454,102118,50000000,26387039
27205,tt1375666,Inception,Inception,Inception,148.0,"Action,Adventure,Sci-Fi","[28, 878, 12]",8.8,1841066,2010-07-16,2010-07-16,8.3,22186,27.92,292576195,160000000,835524642
38365,tt1375670,Grown Ups,Grown Ups,Grown Ups,102.0,Comedy,[35],6.0,210377,2010-06-25,2010-06-24,6.1,3171,14.290999999999999,162001186,75000000,272223430
227707,tt1376213,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,100.0,"Adventure,Family,Fantasy","[14, 12, 10751]",5.4,5257,2014-01-10,2013-12-05,5.1,108,8.417,0,25000000,0
38050,tt1385826,The Adjustment Bureau,The Adjustment Bureau,The Adjustment Bureau,106.0,"Romance,Sci-Fi,Thriller","[878, 53, 10749]",7.1,227616,2011-03-04,2011-03-04,6.6,2615,13.717,62495645,50200000,126931325
23742,tt1385867,Cop Out,Cop Out,Cop Out,107.0,"Action,Comedy,Crime","[28, 35, 80]",5.6,81656,2010-02-26,2010-02-26,5.4,796,8.82,44875481,37000000,55909910
27581,tt1386588,The Other Guys,The Other Guys,The Other Guys,107.0,"Action,Comedy,Crime","[28, 35, 80]",6.7,221664,2010-08-06,2010-08-06,6.2,2187,13.508,119219978,100000000,170936470
297761,tt1386697,Suicide Squad,Suicide Squad,Suicide Squad,123.0,"Action,Adventure,Fantasy","[28, 12, 80, 14, 878]",6.0,533039,2016-08-05,2016-08-05,5.9,13533,16.53,325100054,175000000,746059887
64635,tt1386703,Total Recall,Total Recall,Total Recall,118.0,"Action,Adventure,Mystery","[28, 878, 12, 53]",6.3,228460,2012-08-03,2012-08-03,5.9,3486,17.243,58877969,125000000,211856088
301337,tt1389072,Downsizing,Downsizing,Downsizing,135.0,"Drama,Sci-Fi","[35, 18, 878]",5.7,74815,2017-12-22,2017-12-22,5.1,1887,10.682,24449754,68000000,54462971
74465,tt1389137,We Bought a Zoo,We Bought a Zoo,We Bought a Zoo,124.0,"Comedy,Drama,Family","[18, 35, 10751]",7.1,126849,2011-12-23,2011-12-23,6.7,1523,9.931000000000001,75624550,50000000,118729073
335791,tt1389139,When the Bough Breaks,When the Bough Breaks,When the Bough Breaks,107.0,"Crime,Drama,Horror","[9648, 18, 27]",5.1,4729,2016-09-09,2016-09-09,5.3,150,8.062000000000001,29747603,10000000,30768449
335791,tt6814096,When the Bough Breaks,When the Bough Breaks,When the Bough Breaks,93.0,MISSING,"[9648, 18, 27]",6.1,8,2016-09-09,2016-09-09,5.3,150,8.062000000000001,29747603,10000000,30768449
205775,tt1390411,In the Heart of the Sea,In the Heart of the Sea,In the Heart of the Sea,122.0,"Action,Adventure,Biography","[53, 18, 12, 28, 36]",6.9,108628,2015-12-11,2015-12-11,6.6,2137,14.33,25020758,100000000,89693309
171759,tt1390539,The Lost Medallion: The Adventures of Billy Stone,The Lost Medallion: The Adventures of Billy Stone,The Lost Medallion: The Adventures of Billy Stone,97.0,"Adventure,Family,Fantasy","[12, 10751]",4.9,1502,2013-03-01,2013-03-01,5.5,21,2.164,549632,2500000,549632
35688,tt1391137,Why Did I Get Married Too?,Why Did I Get Married Too?,Why Did I Get Married Too?,121.0,"Comedy,Drama,Romance","[35, 10749]",4.6,8653,2010-04-02,2010-04-02,5.9,49,6.636,60095852,20000000,60831067
70160,tt1392170,The Hunger Games,The Hunger Games,The Hunger Games,142.0,"Action,Adventure,Sci-Fi","[878, 12, 14]",7.2,795227,2012-03-23,2012-03-23,7.1,14587,14.212,408010692,80000000,677923379
76341,tt1392190,Mad Max: Fury Road,Mad Max: Fury Road,Mad Max: Fury Road,120.0,"Action,Adventure,Sci-Fi","[28, 12, 878]",8.1,780910,2015-05-15,2015-05-15,7.4,14454,28.099,153636354,150000000,370098020
38579,tt1392197,Marmaduke,Marmaduke,Marmaduke,87.0,"Comedy,Family","[10751, 35]",4.2,13283,2010-06-04,2010-06-04,5.1,367,8.487,33644788,50000000,89895930
146233,tt1392214,Prisoners,Prisoners,Prisoners,153.0,"Crime,Drama,Mystery","[18, 53, 80]",8.1,526273,2013-09-20,2013-09-21,8.0,5785,14.357999999999999,61002302,46000000,113402302
346364,tt1396484,It,It,It,135.0,"Horror,Thriller","[27, 53]",7.4,359123,2017-09-08,2017-09-08,7.2,10931,13.966,327481748,35000000,697457969
82675,tt1397280,Taken 2,Taken 2,Taken 2,92.0,"Action,Thriller","[28, 80, 53]",6.3,273106,2012-10-05,2012-10-04,6.2,4035,16.078,139854287,45000000,377807404
72545,tt1397514,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,94.0,"Action,Adventure,Comedy","[12, 28, 878]",5.8,83507,2012-02-10,2012-02-10,5.9,2152,14.454,103860290,79000000,318146162
277216,tt1398426,Straight Outta Compton,Straight Outta Compton,Straight Outta Compton,147.0,"Biography,Drama,History","[18, 10402]",7.9,165307,2015-08-14,2015-08-14,7.7,2048,11.731,161197785,28000000,202182981
38356,tt1399103,Transformers: Dark of the Moon,Transformers: Dark of the Moon,Transformers: Dark of the Moon,154.0,"Action,Adventure,Sci-Fi","[28, 878, 12]",6.2,366409,2011-06-29,2011-06-28,6.1,4961,5.3389999999999995,352390543,195000000,1123790543
39013,tt1399683,Winter's Bone,Winter's Bone,Winter's Bone,100.0,"Drama,Mystery",[18],7.2,127751,2010-06-11,2010-06-11,6.9,931,9.824,6531503,2000000,16131551
48138,tt1401152,Unknown,Unknown,Unknown,113.0,"Action,Mystery,Thriller","[28, 9648, 53]",6.9,235167,2011-02-18,2011-02-18,6.6,2043,12.08,63686397,40000000,136123083
48138,tt2402731,Unknown,Unknown,Unknown,96.0,Drama,"[28, 9648, 53]",6.9,14,2011-02-18,2011-02-18,6.6,2043,12.08,63686397,40000000,136123083
65759,tt1402488,Happy Feet Two,Happy Feet Two,Happy Feet Two,100.0,"Adventure,Animation,Comedy","[16, 35, 10751]",5.9,38396,2011-11-18,2011-11-17,5.9,754,8.131,64006466,135000000,157956466
44835,tt1403177,Hesher,Hesher,Hesher,106.0,"Comedy,Crime,Drama",[18],7.0,48483,2011-05-13,2010-01-22,7.0,335,7.14,382946,7000000,382946
290555,tt1403241,Wolves,Wolves,Wolves,91.0,"Action,Fantasy,Horror","[27, 28]",5.3,7312,2014-11-14,2014-11-14,5.8,151,8.627,0,18000000,94953
290555,tt4623856,Wolves,Wolves,Wolves,109.0,"Drama,Sport","[27, 28]",5.6,884,2014-11-14,2014-11-14,5.8,151,8.627,0,18000000,94953
44264,tt1403865,True Grit,True Grit,True Grit,110.0,"Adventure,Drama,Western","[18, 12, 37]",7.6,284034,2010-12-22,2010-12-22,7.2,2816,13.118,171243005,35000000,252276928
23169,tt1403981,Remember Me,Remember Me,Remember Me,113.0,"Drama,Romance","[18, 10749]",7.1,129443,2010-03-12,2010-03-12,7.1,2079,11.453,19068240,16000000,56506120
23169,tt4843358,Remember Me,Remember Me,Remember Me,85.0,Comedy,"[18, 10749]",5.2,72,2010-03-12,2010-03-12,7.1,2079,11.453,19068240,16000000,56506120
44944,tt1405500,For Colored Girls,For Colored Girls,For Colored Girls,133.0,Drama,[18],6.1,6728,2010-11-05,2010-11-05,6.8,33,2.858,37729698,21000000,38017873
38093,tt1407061,Just Wright,Just Wright,Just Wright,100.0,"Comedy,Romance,Sport","[35, 18, 10749]",5.9,12466,2010-05-14,2010-05-14,6.2,211,7.047000000000001,21540363,12000000,21867665
54138,tt1408101,Star Trek Into Darkness,Star Trek Into Darkness,Star Trek Into Darkness,132.0,"Action,Adventure,Sci-Fi","[28, 12, 878]",7.7,445535,2013-05-16,2013-05-16,7.4,6182,20.487,228778661,190000000,467381584
168530,tt1408253,Ride Along,Ride Along,Ride Along,99.0,"Action,Comedy,Crime","[28, 35]",6.2,94529,2014-01-17,2014-01-17,6.2,1277,10.831,134202565,25000000,153733800
168530,tt2263520,Ride Along,Ride Along,Ride Along,87.0,Action,"[28, 35]",4.4,14,2014-01-17,2014-01-17,6.2,1277,10.831,134202565,25000000,153733800
41154,tt1409024,Men in Black 3,Men in Black 3,Men in Black 3,106.0,"Action,Adventure,Comedy","[28, 35, 878]",6.8,309879,2012-05-25,2012-05-25,6.4,6398,26.176,179020854,215000000,654213485
41630,tt1411238,No Strings Attached,No Strings Attached,No Strings Attached,108.0,"Comedy,Romance","[35, 10749]",6.2,197663,2011-01-21,2011-01-21,6.2,2612,14.203,70662220,25000000,149228078
87421,tt1411250,Riddick,Riddick,Riddick,119.0,"Action,Adventure,Sci-Fi","[878, 28, 53]",6.4,144821,2013-09-06,2013-09-06,6.2,2852,17.434,42025135,38000000,94763758
67911,tt1411664,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,Bucky Larson: Born to Be a Star,97.0,Comedy,[35],3.3,10648,2011-09-09,2011-09-09,4.2,79,7.109,2529395,10000000,2529395
45243,tt1411697,The Hangover Part II,The Hangover Part II,The Hangover Part II,102.0,"Comedy,Mystery",[35],6.5,432800,2011-05-26,2011-05-25,6.4,6231,32.266,254464305,80000000,586464305
50359,tt1411704,Hop,Hop,Hop,95.0,"Adventure,Animation,Comedy","[16, 35, 10751]",5.4,28893,2011-04-01,2011-04-01,5.6,611,14.738,108085305,63000000,188657593
74534,tt1412386,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,124.0,"Comedy,Drama,Romance","[18, 35]",7.3,85811,2012-05-04,2012-05-25,6.9,756,8.665,46383639,10000000,134639780
353569,tt1412528,Table 19,Table 19,Table 19,87.0,"Comedy,Drama,Romance","[35, 18]",5.8,22751,2017-03-03,2017-03-03,6.0,604,7.551,3614896,5000000,4620399
429351,tt1413492,12 Strong,12 Strong,12 Strong,130.0,"Action,Drama,History","[10752, 18, 36, 28]",6.6,50155,2018-01-19,2018-01-19,5.6,1312,13.183,45819713,35000000,71118378
70871,tt1413495,Paranoia,Paranoia,Paranoia,106.0,"Drama,Thriller",[],5.7,33149,2013-08-16,2011-06-07,4.5,2,0.6,7388654,40000000,16340767
70871,tt1904995,Paranoia,Paranoia,Paranoia,87.0,Thriller,[],5.3,26,2013-08-16,2011-06-07,4.5,2,0.6,7388654,40000000,16340767
62255,tt1414378,Tracker,Tracker,Tracker,102.0,"Action,Adventure,Drama","[28, 18, 53, 12]",6.5,3460,2011-12-31,2010-09-12,6.7,29,3.5810000000000004,0,6500000,3149
38303,tt1414382,You Again,You Again,You Again,105.0,"Comedy,Family,Romance","[35, 10749]",5.8,46690,2010-09-24,2010-09-24,6.2,734,10.208,25702053,20000000,32838945
35019,tt1415283,Nanny McPhee Returns,Nanny McPhee and the Big Bang,Nanny McPhee and the Big Bang,109.0,"Comedy,Family,Fantasy","[35, 14, 10751]",6.1,25048,2010-08-20,2010-08-20,6.1,953,15.213,29197642,35000000,97799865
51209,tt1416801,Kill the Irishman,Kill the Irishman,Kill the Irishman,106.0,"Biography,Crime,Drama","[28, 80, 53, 18]",7.1,41504,2011-03-11,2011-03-11,6.9,274,7.13,1188194,12000000,1188194
100241,tt1418377,"I, Frankenstein","I, Frankenstein","I, Frankenstein",92.0,"Action,Fantasy,Horror","[27, 53]",5.1,74910,2014-01-24,2014-01-24,5.2,1090,12.7,19075290,65000000,74575290
43418,tt1418646,Beneath Hill 60,Beneath Hill 60,Beneath Hill 60,122.0,"Drama,History,War","[18, 36, 10752]",7.1,6903,2014-06-17,2011-06-28,7.0,66,6.067,0,9000000,3440939
39210,tt1421051,Somewhere,Somewhere,Somewhere,97.0,"Comedy,Drama","[35, 18]",6.3,40250,2010-12-22,2010-12-22,6.1,376,7.596,1785645,7000000,17023121
81390,tt1422136,A Lonely Place to Die,A Lonely Place to Die,A Lonely Place to Die,99.0,"Adventure,Crime,Thriller","[12, 28, 53, 80]",6.3,25547,2012-03-20,2011-04-09,6.1,251,9.104,0,4000000,442550
46829,tt1423894,Barney's Version,Barney's Version,Barney's Version,134.0,"Comedy,Drama","[35, 18]",7.3,23058,2011-01-14,2011-01-14,7.2,210,7.357,7502560,30000000,8845575
44113,tt1423995,Stone,Stone,Stone,105.0,"Drama,Thriller","[18, 53]",5.4,38667,2010-10-08,2010-10-22,5.2,334,8.401,1810078,22000000,4065020
34851,tt1424381,Predators,Predators,Predators,107.0,"Action,Adventure,Sci-Fi","[28, 878, 12, 53]",6.4,199764,2010-07-09,2010-07-03,6.1,1979,16.215999999999998,52000688,40000000,127234389
175541,tt1425922,Black Nativity,Black Nativity,Black Nativity,93.0,"Drama,Family,Music","[18, 10402]",4.6,1901,2013-11-27,2013-11-27,5.7,25,1.7790000000000001,7018188,17500000,7285135
60304,tt1428538,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,88.0,"Action,Fantasy,Horror","[14, 27, 28]",6.1,183387,2013-01-25,2013-01-25,5.9,4548,15.982000000000001,55703475,50000000,214949716
76170,tt1430132,The Wolverine,The Wolverine,The Wolverine,126.0,"Action,Adventure,Sci-Fi","[28, 878, 12, 14]",6.7,401286,2013-07-26,2013-07-25,6.3,6176,4.323,132556852,115000000,416456852
51052,tt1430607,Arthur Christmas,Arthur Christmas,Arthur Christmas,97.0,"Adventure,Animation,Comedy","[18, 16, 10751, 35]",7.1,45439,2011-11-23,2011-11-23,6.7,692,12.981,46462469,85000000,149717124
254473,tt1430612,Brick Mansions,Brick Mansions,Brick Mansions,90.0,"Action,Crime","[28, 80, 18]",5.7,37528,2014-04-25,2014-04-25,5.9,909,9.193999999999999,20396829,28000000,73421224
78698,tt1430615,Big Miracle,Big Miracle,Big Miracle,107.0,"Biography,Drama,Family","[12, 18, 10749]",6.5,17585,2012-02-03,2012-02-03,6.6,250,6.76,20157300,40000000,25268680
293660,tt1431045,Deadpool,Deadpool,Deadpool,108.0,"Action,Adventure,Comedy","[28, 12, 35]",8.0,820847,2016-02-12,2016-02-12,7.6,20175,35.067,363070709,58000000,801025593
44009,tt1431181,Another Year,Another Year,Another Year,129.0,"Comedy,Drama","[35, 18]",7.3,26273,2010-12-29,2010-12-29,7.0,150,9.394,3205706,8000000,20005613
41283,tt1433108,Faster,Faster,Faster,98.0,"Action,Crime,Drama","[80, 18, 28, 53]",6.5,93618,2010-11-24,2010-11-23,6.2,895,14.172,23240020,24000000,35792945
79694,tt1433822,The Apparition,The Apparition,The Apparition,83.0,"Horror,Thriller","[27, 53]",4.1,18112,2012-08-24,2012-08-24,4.3,221,7.7139999999999995,4936819,17000000,10637281
46195,tt1436562,Rio,Rio,Rio,96.0,"Adventure,Animation,Comedy","[16, 12, 35, 10751]",6.9,191621,2011-04-15,2011-04-15,6.6,3730,14.695,143619809,90000000,487519809
46195,tt2614250,Rio,Rio,Rio,90.0,Documentary,"[16, 12, 35, 10751]",8.3,14,2011-04-15,2011-04-15,6.6,3730,14.695,143619809,90000000,487519809
46195,tt5734820,Rio,Rio,Rio,87.0,Drama,"[16, 12, 35, 10751]",2.6,7,2011-04-15,2011-04-15,6.6,3730,14.695,143619809,90000000,487519809
58151,tt1438176,Fright Night,Fright Night,Fright Night,106.0,"Comedy,Horror","[27, 35]",6.4,94555,2011-08-19,2011-08-19,6.0,1024,12.078,18298649,30000000,40520649
37950,tt1438254,Charlie St. Cloud,Charlie St. Cloud,Charlie St. Cloud,99.0,"Drama,Fantasy,Romance","[18, 10749]",6.5,55016,2010-07-30,2010-05-01,6.9,1398,9.454,31206263,44000000,48478084
44833,tt1440129,Battleship,Battleship,Battleship,131.0,"Action,Adventure,Sci-Fi","[53, 28, 12, 878]",5.8,225342,2012-05-18,2012-05-18,5.6,3240,21.741999999999997,65233400,220000000,313477717
45156,tt1440161,A Little Bit of Heaven,A Little Bit of Heaven,A Little Bit of Heaven,106.0,"Comedy,Drama,Fantasy","[35, 18, 10749]",6.3,26441,2012-05-04,2011-02-03,6.3,333,7.87,10011,12500000,1100287
49020,tt1440292,Submarine,Submarine,Submarine,97.0,"Comedy,Drama,Romance","[18, 35, 10749]",7.3,79810,2011-06-03,2011-06-03,7.4,770,7.412000000000001,467602,1900000,4581937
27579,tt1440728,The American,The American,The American,105.0,"Crime,Drama,Thriller","[80, 18, 53]",6.3,86863,2010-09-01,2010-09-01,5.8,690,9.042,35606376,20000000,67950723
50837,tt1441326,Martha Marcy May Marlene,Martha Marcy May Marlene,Martha Marcy May Marlene,102.0,"Drama,Mystery,Thriller","[18, 53]",6.9,45873,2011-10-21,2011-10-21,6.7,413,9.477,2981038,1000000,5438911
97370,tt1441395,Under the Skin,Under the Skin,Under the Skin,108.0,"Drama,Horror,Sci-Fi","[53, 878, 18]",6.3,113196,2014-04-04,2014-04-04,6.1,1781,9.527000000000001,2614251,13300000,7229933
121826,tt1441951,Quartet,Quartet,Quartet,94.0,"Comedy,Drama","[18, 35, 10749]",6.8,17979,2013-01-11,2013-01-10,6.6,209,8.32,18388357,11000000,56178935
284689,tt1441953,Testament of Youth,Testament of Youth,Testament of Youth,129.0,"Biography,Drama,History","[36, 18, 10752]",7.3,23632,2015-06-05,2015-06-04,7.4,486,9.251,1822250,10000000,6646669
133194,tt1445206,Discover the Gift,The Gift,The Gift,105.0,Documentary,[878],7.6,46,2015-08-07,2010-04-08,6.6,7,1.304,43787265,5000000,58978477
133194,tt4178092,The Gift,The Gift,The Gift,108.0,"Drama,Mystery,Thriller",[878],7.1,123834,2015-08-07,2010-04-08,6.6,7,1.304,43787265,5000000,58978477
133194,tt4420962,The Gift,The Gift,The Gift,82.0,Drama,[878],6.0,17,2015-08-07,2010-04-08,6.6,7,1.304,43787265,5000000,58978477
133194,tt6354904,The Gift,The Gift,The Gift,56.0,Documentary,[878],6.2,6,2015-08-07,2010-04-08,6.6,7,1.304,43787265,5000000,58978477
133194,tt8474974,The Gift,The Gift,The Gift,118.0,Drama,[878],8.0,34,2015-08-07,2010-04-08,6.6,7,1.304,43787265,5000000,58978477
81188,tt1446192,Rise of the Guardians,Rise of the Guardians,Rise of the Guardians,97.0,"Action,Adventure,Animation","[16, 10751, 14]",7.3,145281,2012-11-21,2012-11-21,7.3,3697,14.934000000000001,103412758,145000000,306900902
70981,tt1446714,Prometheus,Prometheus,Prometheus,124.0,"Adventure,Mystery,Sci-Fi","[878, 12, 9648]",7.0,538720,2012-06-08,2012-06-08,6.4,7384,24.98,126477084,125000000,402448265
46198,tt1447793,My Girlfriend's Boyfriend,My Girlfriend's Boyfriend,My Girlfriend's Boyfriend,84.0,"Comedy,Romance",[35],5.8,5461,2010-05-01,2010-04-22,5.9,68,4.378,0,1400000,0
49021,tt1448755,Killer Elite,Killer Elite,Killer Elite,116.0,"Action,Crime,Thriller","[28, 12, 53]",6.5,117711,2011-09-23,2011-09-23,6.2,1093,15.135,25124986,70000000,65409046
51162,tt1449283,Winnie the Pooh,Winnie the Pooh,Winnie the Pooh,63.0,"Adventure,Animation,Comedy","[16, 10751]",7.2,19605,2011-07-15,2011-07-14,6.9,444,11.147,26692846,30000000,50145607
62211,tt1453405,Monsters University,Monsters University,Monsters University,104.0,"Adventure,Animation,Comedy","[16, 10751]",7.3,291887,2013-06-21,2013-06-21,7.0,6362,20.33,268488329,200000000,743588329
50014,tt1454029,The Help,The Help,The Help,146.0,Drama,[18],8.1,392699,2011-08-10,2011-08-10,8.1,3944,12.597999999999999,169705587,25000000,213120004
49047,tt1454468,Gravity,Gravity,Gravity,91.0,"Drama,Sci-Fi,Thriller","[878, 53, 18]",7.7,710018,2013-10-04,2013-10-04,7.2,9586,27.836,274092705,110000000,693698673
405775,tt1455256,The Wall,The Wall,The Wall,78.0,Documentary,"[53, 10752, 18]",9.2,8,2017-05-12,2017-05-12,6.1,407,8.142000000000001,1803064,3000000,4495262
405775,tt4218696,The Wall,The Wall,The Wall,88.0,"Action,Drama,Thriller","[53, 10752, 18]",6.2,20391,2017-05-12,2017-05-12,6.1,407,8.142000000000001,1803064,3000000,4495262
405775,tt6060874,The Wall,The Wall,The Wall,73.0,Drama,"[53, 10752, 18]",6.7,12,2017-05-12,2017-05-12,6.1,407,8.142000000000001,1803064,3000000,4495262
138843,tt1457767,The Conjuring,The Conjuring,The Conjuring,112.0,"Horror,Mystery,Thriller","[27, 53]",7.5,397233,2013-07-19,2013-07-19,7.5,5912,18.886,137400141,20000000,318000141
293768,tt1458169,Kidnap,Kidnap,Kidnap,95.0,"Crime,Drama,Thriller","[18, 53]",5.9,28898,2017-08-04,2017-08-04,6.0,805,10.959000000000001,30718107,21000000,34836080
43539,tt1458175,The Next Three Days,The Next Three Days,The Next Three Days,133.0,"Action,Crime,Drama","[10749, 18, 53, 80]",7.4,168066,2010-11-19,2010-11-19,7.0,1469,11.147,21148651,30000000,67255916
167073,tt1458730,The Gentle Art of Making Friends,Brooklyn,Brooklyn,80.0,"Comedy,Crime","[18, 10749]",7.3,28,2015-11-04,2015-11-04,7.3,1912,12.083,38322743,11000000,62076141
167073,tt2381111,Brooklyn,Brooklyn,Brooklyn,117.0,"Drama,Romance","[18, 10749]",7.5,117021,2015-11-04,2015-11-04,7.3,1912,12.083,38322743,11000000,62076141
167073,tt3184798,Brooklyn,Brooklyn,Brooklyn,83.0,"Drama,Music,Musical","[18, 10749]",6.4,51,2015-11-04,2015-11-04,7.3,1912,12.083,38322743,11000000,62076141
292481,tt1460798,Henry & Me,Henry & Me,Henry & Me,67.0,"Animation,Family","[10751, 16]",6.2,132,2014-08-18,2014-08-18,4.7,3,0.6,0,5000000,0
69668,tt1462041,Dream House,Dream House,Dream House,84.0,"Drama,Mystery,Thriller","[18, 53, 9648]",6.0,59714,2011-09-30,2011-09-30,6.0,670,9.047,21302340,50000000,41642166
35691,tt1462054,Letters to God,Letters to God,Letters to God,110.0,"Drama,Family","[18, 10751]",6.3,4443,2010-04-09,2010-04-09,6.9,71,4.242,2848587,3000000,3237452
26388,tt1462758,Buried,Buried,Buried,95.0,"Drama,Mystery,Thriller","[18, 53, 9648]",7.0,139426,2010-09-24,2010-09-24,6.6,1487,10.888,1044143,1987650,21270290
26388,tt4540326,Buried,Buried,Buried,95.0,Thriller,"[18, 53, 9648]",6.0,5,2010-09-24,2010-09-24,6.6,1487,10.888,1044143,1987650,21270290
71864,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,The Odd Life of Timothy Green,105.0,"Comedy,Drama,Family","[14, 18, 35, 10751]",6.6,42770,2012-08-15,2012-08-15,6.7,605,9.216000000000001,51853450,40000000,55249159
38322,tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",107.0,"Action,Comedy,Crime","[80, 35, 28]",4.4,23520,2011-02-18,2011-02-18,5.5,623,16.024,37915414,32000000,82332450
52015,tt1464580,Stake Land,Stake Land,Stake Land,98.0,"Drama,Horror,Sci-Fi","[18, 27, 878]",6.5,38749,2011-04-22,2010-10-01,6.2,415,8.799,33245,4000000,679482
274479,tt1465490,Joy,Joy,Joy,75.0,Drama,"[18, 35]",6.1,233,2015-12-25,2015-12-25,6.5,2723,10.305,56451232,60000000,101134059
274479,tt2446980,Joy,Joy,Joy,124.0,Drama,"[18, 35]",6.6,118086,2015-12-25,2015-12-25,6.5,2723,10.305,56451232,60000000,101134059
274479,tt6180144,Joy,Joy,Joy,80.0,Drama,"[18, 35]",7.1,34,2015-12-25,2015-12-25,6.5,2723,10.305,56451232,60000000,101134059
274479,tt8917752,Joy,Joy,Joy,99.0,Drama,"[18, 35]",6.5,430,2015-12-25,2015-12-25,6.5,2723,10.305,56451232,60000000,101134059
