tmdb_id,tconst,primary_title,original_title,movie,runtime_minutes,genres,genre_ids,averagerating,numvotes,release_date_x,release_date_y,vote_average,vote_count,popularity,domestic_gross,production_budget,worldwide_gross
127493,tt1656186,Stolen,Stolen,Stolen,96.0,"Action,Crime,Thriller","[28, 80, 53]",5.5,41313,2012-09-14,2012-09-14,5.3,559,9.812999999999999,289773,35000000,17967746
127493,tt6215338,Stolen,Stolen,Stolen,86.0,"Crime,Drama","[28, 80, 53]",4.5,31,2012-09-14,2012-09-14,5.3,559,9.812999999999999,289773,35000000,17967746
72387,tt1656190,Safe,Safe,Safe,94.0,"Action,Crime,Thriller","[28, 80, 53]",6.5,96388,2012-04-27,2012-04-16,6.3,1248,15.622,17142080,33000000,41495213
72387,tt6383726,Safe,Safe,Safe,75.0,Thriller,"[28, 80, 53]",3.8,41,2012-04-27,2012-04-16,6.3,1248,15.622,17142080,33000000,41495213
369524,tt1656194,The Comedian,The Comedian,The Comedian,79.0,"Drama,Romance",[35],5.5,328,2017-02-03,2016-12-09,5.6,68,7.433,1658706,15000000,1658706
369524,tt1967614,The Comedian,The Comedian,The Comedian,120.0,Comedy,[35],5.7,5875,2017-02-03,2016-12-09,5.6,68,7.433,1658706,15000000,1658706
62835,tt1657507,Colombiana,Colombiana,Colombiana,108.0,"Action,Drama,Thriller","[28, 53, 80, 18]",6.4,87659,2011-08-26,2011-08-26,6.5,1371,10.584000000000001,36665854,40000000,72295262
306745,tt1658801,Freeheld,Freeheld,Freeheld,103.0,"Biography,Drama,Romance","[10749, 18]",6.5,10534,2015-10-02,2015-10-02,7.3,360,7.313,546201,7000000,1732228
84892,tt1659337,The Perks of Being a Wallflower,The Perks of Being a Wallflower,The Perks of Being a Wallflower,103.0,Drama,[18],8.0,422671,2012-09-21,2012-09-21,7.8,5938,15.148,17742948,13000000,33069303
150689,tt1661199,Cinderella,Cinderella,Cinderella,105.0,"Drama,Family,Fantasy","[10749, 14, 10751, 18]",6.9,142792,2015-03-13,2015-03-13,6.7,4517,29.055999999999997,201151353,95000000,534551353
64807,tt1661382,Grudge Match,Grudge Match,Grudge Match,113.0,"Comedy,Drama,Sport",[35],6.4,54080,2013-12-25,2013-12-25,6.0,711,7.917999999999999,29807260,40000000,69807260
82679,tt1663143,Fun Size,Fun Size,Fun Size,86.0,"Adventure,Comedy",[35],5.4,12926,2012-10-26,2012-10-26,5.5,249,7.072,9409538,14000000,11166615
281957,tt1663202,The Revenant,The Revenant,The Revenant,156.0,"Action,Adventure,Biography","[37, 18, 12]",8.0,621193,2015-12-25,2015-12-25,7.4,11064,19.41,183637894,135000000,532938302
281957,tt3300078,The Revenant,The Revenant,The Revenant,80.0,Horror,"[37, 18, 12]",6.0,20,2015-12-25,2015-12-25,7.4,11064,19.41,183637894,135000000,532938302
76706,tt1663628,Christmas Mail,Christmas Mail,Christmas Mail,89.0,"Comedy,Drama,Family","[35, 10751]",5.8,1317,2010-12-31,2010-12-01,5.4,29,3.793,0,2500000,0
68726,tt1663662,Pacific Rim,Pacific Rim,Pacific Rim,131.0,"Action,Adventure,Sci-Fi","[28, 878, 12]",6.9,443667,2013-07-12,2013-07-12,6.8,7632,16.759,101802906,190000000,411002906
402529,tt1666185,All Eyez on Me,All Eyez on Me,All Eyez on Me,139.0,"Biography,Drama,Music","[18, 10402]",5.8,18541,2017-06-16,2017-06-16,6.4,695,7.249,44922302,45000000,54876855
40264,tt1666186,Vampires Suck,Vampires Suck,Vampires Suck,82.0,Comedy,"[35, 27]",3.4,43984,2010-08-18,2010-08-18,4.1,658,8.992,36661504,20000000,81424988
82533,tt1667307,Damsels in Distress,Damsels in Distress,Damsels in Distress,99.0,"Comedy,Drama,Romance","[35, 10749]",5.7,8794,2012-04-06,2012-04-06,5.5,103,6.625,1007535,3000000,1324299
97614,tt1667310,Deadfall,Deadfall,Deadfall,95.0,"Crime,Drama,Thriller","[80, 18, 53]",6.3,36491,2012-12-07,2012-12-07,5.9,357,9.491,66351,6000000,1673635
62764,tt1667353,Mirror Mirror,Mirror Mirror,Mirror Mirror,106.0,"Adventure,Comedy,Drama","[12, 35, 18, 10751, 14]",5.6,79510,2012-03-30,2012-03-30,5.8,2099,13.220999999999998,64935167,85000000,173613482
57800,tt1667889,Ice Age: Continental Drift,Ice Age: Continental Drift,Ice Age: Continental Drift,88.0,"Adventure,Animation,Comedy","[16, 35, 12, 10751]",6.6,175601,2012-07-13,2012-07-13,6.3,4598,17.537,161321843,95000000,879765137
176124,tt1669617,Home Run,Home Run,Home Run,82.0,"Drama,Family,Sport",[18],4.2,66,2013-04-19,2013-04-19,6.3,33,3.843,2859955,1200000,2859955
176124,tt2051894,Home Run,Home Run,Home Run,113.0,"Drama,Sport",[18],6.0,2745,2013-04-19,2013-04-19,6.3,33,3.843,2859955,1200000,2859955
75656,tt1670345,Now You See Me,Now You See Me,Now You See Me,115.0,"Crime,Mystery,Thriller","[53, 80]",7.3,553156,2013-05-31,2013-05-31,7.4,9871,16.646,117723989,75000000,342769200
75656,tt2221640,Now You See Me,Now You See Me,Now You See Me,98.0,"Drama,Horror,Thriller","[53, 80]",7.0,237,2013-05-31,2013-05-31,7.4,9871,16.646,117723989,75000000,342769200
110146,tt1673697,The Sapphires,The Sapphires,The Sapphires,103.0,"Biography,Comedy,Drama","[35, 18]",7.0,12143,2013-03-22,2013-03-22,6.7,97,6.16,2450867,9000000,20395040
188222,tt1674771,Entourage,Entourage,Entourage,104.0,Comedy,[35],6.6,71519,2015-06-03,2015-06-03,6.2,647,13.802,32363404,30000000,46438538
70578,tt1674784,Trespass,Trespass,Trespass,91.0,"Crime,Drama,Thriller","[80, 18, 53, 9648]",5.3,39404,2011-10-14,2011-10-14,5.5,589,11.909,16816,35000000,786532
64720,tt1675192,Take Shelter,Take Shelter,Take Shelter,121.0,"Drama,Horror,Thriller","[53, 18]",7.4,83200,2011-09-30,2011-09-30,7.2,787,11.235999999999999,1728953,4750000,4972016
356841,tt1675846,Checkmate,Checkmate,Checkmate,121.0,"Drama,Mystery","[53, 28, 80]",4.7,27,2015-09-08,2015-07-03,4.2,20,3.764,0,1500000,0
356841,tt3781616,Checkmate,Checkmate,Checkmate,102.0,"Action,Crime,Thriller","[53, 28, 80]",2.9,931,2015-09-08,2015-07-03,4.2,20,3.764,0,1500000,0
333339,tt1677720,Ready Player One,Ready Player One,Ready Player One,140.0,"Action,Adventure,Sci-Fi","[12, 878]",7.5,301660,2018-03-29,2018-03-29,7.6,7021,30.029,137690172,150000000,579290136
136799,tt1679335,Trolls,Trolls,Trolls,92.0,"Adventure,Animation,Comedy","[12, 10751, 35, 14, 10402, 16]",6.5,63295,2016-11-04,2016-11-04,6.6,1880,16.285999999999998,153707064,125000000,344150134
357834,tt1681370,The Algerian,The Algerian,The Algerian,99.0,"Action,Romance,Thriller","[28, 53]",5.3,195,2015-06-26,2015-08-07,4.5,2,0.9109999999999999,0,1300000,0
86825,tt1682180,Stoker,Stoker,Stoker,99.0,"Drama,Thriller","[18, 27, 53]",6.8,97393,2013-03-01,2013-03-01,6.6,1282,10.738,1703125,12000000,12034913
73963,tt1686018,Creature,Creature,Creature,93.0,Horror,[27],3.7,2723,2011-09-09,2011-09-09,4.1,23,5.121,331000,3000000,331000
73963,tt3619854,Creature,Creature,Creature,134.0,"Action,Horror,Sci-Fi",[27],3.2,1141,2011-09-09,2011-09-09,4.1,23,5.121,331000,3000000,331000
93456,tt1690953,Despicable Me 2,Despicable Me 2,Despicable Me 2,98.0,"Adventure,Animation,Comedy","[16, 35, 10751]",7.4,344230,2013-07-03,2013-07-03,6.9,7319,19.014,368065385,76000000,975216835
135446,tt1691450,Plastic,Plastic,Plastic,80.0,Horror,[],6.2,91,2014-09-26,2010-10-31,6.5,1,0.6,0,10000000,575371
135446,tt2554700,Plastic,Plastic,Plastic,78.0,Thriller,[],2.5,54,2014-09-26,2010-10-31,6.5,1,0.6,0,10000000,575371
135446,tt2556874,Plastic,Plastic,Plastic,102.0,"Action,Comedy,Crime",[],6.0,7234,2014-09-26,2010-10-31,6.5,1,0.6,0,10000000,575371
397837,tt1691916,Before I Fall,Before I Fall,Before I Fall,98.0,"Drama,Fantasy,Mystery","[18, 9648, 53, 14]",6.4,39282,2017-03-03,2017-03-03,7.0,2135,14.584000000000001,12241072,5000000,18945682
89857,tt1692084,High Road,High Road,High Road,87.0,Comedy,[35],5.4,1508,2012-03-06,2012-03-06,5.6,38,3.38,0,546173,0
72113,tt1692486,Carnage,Carnage,Carnage,80.0,"Comedy,Drama","[35, 18]",7.2,111372,2011-12-16,2011-12-16,7.1,1478,10.181000000000001,2546747,25000000,38112154
82687,tt1694020,The Guilt Trip,The Guilt Trip,The Guilt Trip,95.0,"Comedy,Drama",[35],5.8,33702,2012-12-19,2012-12-19,5.4,403,8.939,37134215,40000000,41294674
244316,tt1694021,Into the Grizzly Maze,Into the Grizzly Maze,Into the Grizzly Maze,94.0,"Action,Adventure,Drama","[28, 27, 53]",5.3,7006,2015-05-19,2015-06-26,5.3,121,7.132999999999999,0,10000000,0
42889,tt1695994,The Virginity Hit,The Virginity Hit,The Virginity Hit,86.0,Comedy,[35],4.6,3696,2010-09-24,2010-09-10,4.6,35,4.834,636706,2000000,636706
218778,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",81.0,"Comedy,Family","[10751, 35]",6.2,37325,2014-10-10,2014-10-10,6.2,817,6.7829999999999995,66954149,28000000,101379287
195051,tt1699745,Captive,Captive,Captive,120.0,"Drama,Thriller",[18],6.0,674,2015-09-18,2013-05-14,3.8,7,1.472,2583301,2000000,2791973
195051,tt2386203,Captive,Captive,Captive,88.0,"Action,Thriller",[18],3.8,211,2015-09-18,2013-05-14,3.8,7,1.472,2583301,2000000,2791973
195051,tt3268668,Captive,Captive,Captive,97.0,"Action,Crime,Drama",[18],5.4,6017,2015-09-18,2013-05-14,3.8,7,1.472,2583301,2000000,2791973
195051,tt3747550,24 Hours to Die,Captive,Captive,84.0,"Drama,Horror,Sci-Fi",[18],4.1,76,2015-09-18,2013-05-14,3.8,7,1.472,2583301,2000000,2791973
72359,tt1699755,Peeples,Peeples,Peeples,95.0,"Comedy,Romance",[35],5.3,4452,2013-05-10,2013-05-09,5.2,34,2.6510000000000002,9177065,11000000,9307166
223702,tt1700841,Sausage Party,Sausage Party,Sausage Party,89.0,"Adventure,Animation,Comedy","[12, 16, 35, 14]",6.2,159111,2016-08-12,2016-08-12,5.6,4237,15.232000000000001,97670358,19000000,141344255
112949,tt1702439,Safe Haven,Safe Haven,Safe Haven,115.0,"Drama,Romance,Thriller",[10749],6.7,97055,2013-02-14,2013-02-14,7.1,1433,9.095,71399120,28000000,94050951
54518,tt1702443,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,105.0,"Documentary,Music","[99, 10402, 10751]",1.6,74978,2011-02-11,2011-02-11,5.1,240,8.602,73013910,13000000,99034125
50698,tt1703199,Grave Encounters,Grave Encounters,Grave Encounters,92.0,Horror,"[53, 27]",6.1,48125,2011-09-09,2011-09-09,6.2,700,8.475,0,2000000,2151887
267192,tt1703957,Genius,Genius,Genius,104.0,"Biography,Drama","[18, 36]",6.6,15611,2016-06-10,2016-06-10,6.5,391,9.417,1361045,17000000,7265283
267192,tt7722258,Genius,Genius,Genius,165.0,"Action,Thriller","[18, 36]",4.7,747,2016-06-10,2016-06-10,6.5,391,9.417,1361045,17000000,7265283
92591,tt1704573,Bernie,Bernie,Bernie,99.0,"Biography,Comedy,Crime","[35, 80, 18]",6.8,53765,2012-04-27,2012-04-27,6.6,503,7.518,9204489,6000000,10106975
76726,tt1706593,Chronicle,Chronicle,Chronicle,84.0,"Drama,Sci-Fi,Thriller","[878, 18, 53]",7.1,229258,2012-02-03,2012-02-02,6.7,3084,12.556,64575175,12000000,123681790
190847,tt1709143,The Last Days on Mars,The Last Days on Mars,The Last Days on Mars,98.0,"Adventure,Horror,Sci-Fi","[878, 53, 27]",5.5,33137,2013-12-06,2013-12-06,5.3,407,8.759,24084,10600000,261364
63574,tt1710396,Joyful Noise,Joyful Noise,Joyful Noise,118.0,"Comedy,Drama,Music","[35, 10402]",5.8,7575,2012-01-13,2012-01-13,6.4,70,6.787000000000001,30932113,27500000,31157914
384682,tt1711525,Office Christmas Party,Office Christmas Party,Office Christmas Party,105.0,Comedy,[35],5.8,59253,2016-12-09,2016-12-09,5.6,1191,10.729000000000001,54767494,45000000,91323299
94348,tt1712170,Alex Cross,Alex Cross,Alex Cross,101.0,"Action,Crime,Mystery","[28, 53, 80, 9648]",5.1,30951,2012-10-19,2012-10-18,5.1,424,9.962,25888412,35000000,35426759
146198,tt1712261,Triple 9,Triple 9,Triple 9,115.0,"Crime,Thriller","[28, 53, 9648]",6.3,60369,2016-02-26,2016-02-26,5.8,1258,13.334000000000001,12639297,20000000,25943792
157386,tt1714206,The Spectacular Now,The Spectacular Now,The Spectacular Now,95.0,"Comedy,Drama,Romance","[35, 18, 10749]",7.1,133887,2013-08-02,2013-09-13,6.6,1801,13.679,6852971,2500000,6916951
79120,tt1714210,Weekend,Weekend,Weekend,97.0,"Drama,Romance","[18, 10749]",7.6,25424,2011-09-23,2011-09-22,7.5,287,8.326,484592,190000,1577585
79120,tt1791679,Weekend,Weekend,Weekend,121.0,"Action,Comedy,Crime","[18, 10749]",4.0,583,2011-09-23,2011-09-22,7.5,287,8.326,484592,190000,1577585
79120,tt5167782,Weekend,Weekend,Weekend,71.0,Horror,"[18, 10749]",3.8,44,2011-09-23,2011-09-22,7.5,287,8.326,484592,190000,1577585
481866,tt1715336,Anna,Anna,Anna,99.0,"Drama,Mystery,Sci-Fi",[27],6.5,19733,2014-06-06,2017-10-17,3.1,8,1.463,0,4357373,1200000
481866,tt3673036,Anna,Anna,Anna,96.0,Drama,[27],6.8,106,2014-06-06,2017-10-17,3.1,8,1.463,0,4357373,1200000
481866,tt3872918,Anna,Anna,Anna,109.0,"Crime,Drama,Thriller",[27],5.6,88,2014-06-06,2017-10-17,3.1,8,1.463,0,4357373,1200000
481866,tt6118134,Anna,Anna,Anna,142.0,Biography,[27],5.0,37,2014-06-06,2017-10-17,3.1,8,1.463,0,4357373,1200000
481866,tt6427854,Anna,Anna,Anna,97.0,Horror,[27],2.4,341,2014-06-06,2017-10-17,3.1,8,1.463,0,4357373,1200000
228550,tt1716760,Raymond Did It,Raymond Did It,Raymond Did It,83.0,Horror,[27],3.3,211,2011-02-11,2011-03-27,3.7,8,1.675,3632,40000,3632
98548,tt1716777,People Like Us,People Like Us,People Like Us,114.0,"Comedy,Drama",[18],7.1,39618,2012-06-29,2012-06-29,6.8,360,9.078,12431792,16000000,12617472
98548,tt1758741,People Like Us,People Like Us,People Like Us,55.0,Drama,[18],6.4,13,2012-06-29,2012-06-29,6.8,360,9.078,12431792,16000000,12617472
60422,tt1719071,Another Happy Day,Another Happy Day,Another Happy Day,119.0,"Comedy,Drama","[35, 18]",6.0,3793,2011-11-18,2011-11-18,6.1,60,5.473,9120,4000000,978527
83860,tt1720182,October Baby,October Baby,October Baby,107.0,Drama,[18],6.8,6903,2012-03-23,2011-10-30,6.8,56,4.835,5355847,1000000,5391992
138832,tt1723121,We're the Millers,We're the Millers,We're the Millers,110.0,"Comedy,Crime","[35, 80]",7.0,371759,2013-08-07,2013-08-07,6.8,5231,14.745999999999999,150394119,37000000,267816276
76025,tt1723811,Shame,Shame,Shame,101.0,Drama,[18],7.2,171353,2011-12-02,2011-12-02,7.0,1607,13.152000000000001,4002293,6500000,20412841
91070,tt1726589,L!fe Happens,L!fe Happens,L!fe Happens,100.0,Comedy,[35],5.6,7229,2012-04-13,2011-06-18,5.3,91,5.334,30905,930000,30905
204922,tt1726592,Before I Go to Sleep,Before I Go to Sleep,Before I Go to Sleep,92.0,"Drama,Horror,Mystery","[9648, 53]",6.3,64684,2014-10-31,2014-10-31,6.4,1098,16.07,3242457,22000000,19563579
73567,tt1726669,Killer Joe,Killer Joe,Killer Joe,102.0,"Crime,Drama,Thriller","[80, 18, 53]",6.7,67842,2012-07-27,2012-07-27,6.5,703,13.742,1291645,10000000,4659110
147773,tt1727388,The Way Way Back,The Way Way Back,The Way Way Back,103.0,"Comedy,Drama","[35, 18]",7.4,132642,2013-07-05,2013-07-05,7.1,1043,9.977,21502690,5000000,26853810
273477,tt1727776,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,93.0,"Action,Comedy,Horror","[35, 27]",6.3,40479,2015-10-30,2015-10-30,6.2,915,10.450999999999999,3703046,15000000,15554855
424694,tt1727824,Bohemian Rhapsody,Bohemian Rhapsody,Bohemian Rhapsody,134.0,"Biography,Drama,Music","[18, 10402]",8.0,345466,2018-11-02,2018-11-02,8.1,7629,37.196999999999996,216303339,55000000,894985342
231384,tt1728973,The Family,The Family,The Family,88.0,"Horror,Thriller","[27, 53]",5.0,833,2013-09-13,2011-03-10,3.4,5,2.0,36918811,30000000,51078541
231384,tt2404311,The Family,The Family,The Family,111.0,"Comedy,Crime,Thriller","[27, 53]",6.3,102576,2013-09-13,2011-03-10,3.4,5,2.0,36918811,30000000,51078541
231384,tt4155318,The Family,The Family,The Family,152.0,"Comedy,Crime,Drama","[27, 53]",7.5,15,2013-09-13,2011-03-10,3.4,5,2.0,36918811,30000000,51078541
231384,tt5939770,The Cult That Stole Children: Inside the Family,The Family,The Family,98.0,Documentary,"[27, 53]",6.3,252,2013-09-13,2011-03-10,3.4,5,2.0,36918811,30000000,51078541
89325,tt1730687,Darling Companion,Darling Companion,Darling Companion,103.0,"Comedy,Drama,Romance","[18, 10749]",5.1,3085,2012-04-20,2012-04-20,5.0,46,4.656000000000001,793352,12000000,1200346
80274,tt1731141,Ender's Game,Ender's Game,Ender's Game,114.0,"Action,Adventure,Fantasy","[878, 28, 12]",6.6,211722,2013-11-01,2013-11-01,6.6,3558,15.533,61737191,110000000,127983283
104755,tt1731697,The Lords of Salem,The Lords of Salem,The Lords of Salem,101.0,"Horror,Thriller","[27, 53]",5.1,25089,2013-04-19,2013-04-19,5.3,445,8.434,1165881,1500000,1541131
96599,tt1734433,Eden,Eden,Eden,98.0,"Crime,Drama",[18],6.7,7709,2016-01-19,2012-03-11,6.8,100,6.877000000000001,0,2300000,0
96599,tt2063641,Eden,Eden,Eden,101.0,"Comedy,Drama",[18],6.9,18,2016-01-19,2012-03-11,6.8,100,6.877000000000001,0,2300000,0
96599,tt3032282,Eden,Eden,Eden,90.0,"Drama,Thriller",[18],4.7,2576,2016-01-19,2012-03-11,6.8,100,6.877000000000001,0,2300000,0
96599,tt3090634,Eden,Eden,Eden,131.0,"Biography,Drama,Music",[18],6.4,3772,2016-01-19,2012-03-11,6.8,100,6.877000000000001,0,2300000,0
96599,tt7539088,Eden,Eden,Eden,85.0,"Crime,Drama",[18],8.0,11,2016-01-19,2012-03-11,6.8,100,6.877000000000001,0,2300000,0
96599,tt9174880,Eden,Eden,Eden,97.0,Drama,[18],6.7,20,2016-01-19,2012-03-11,6.8,100,6.877000000000001,0,2300000,0
58595,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,Snow White and the Huntsman,127.0,"Action,Adventure,Drama","[12, 14, 18]",6.1,258938,2012-06-01,2012-06-01,5.9,5258,21.233,155136755,170000000,401021746
334130,tt1739304,Open Secret,Open Secret,Open Secret,55.0,Documentary,[],6.5,39,2015-03-25,2013-11-03,7.0,1,0.6,0,100000,0
290751,tt1741273,Secret in Their Eyes,Secret in Their Eyes,Secret in Their Eyes,111.0,"Crime,Drama,Mystery","[80, 18, 9648, 53]",6.3,37455,2015-11-20,2015-11-20,6.3,696,6.892,20180155,20000000,32608019
209451,tt1742044,Jersey Boys,Jersey Boys,Jersey Boys,134.0,"Biography,Drama,Music","[10402, 18]",6.8,30410,2014-06-20,2014-06-20,6.9,380,6.933,47047013,40000000,65282732
144336,tt1742334,Sabotage,Sabotage,Sabotage,109.0,"Action,Crime,Drama","[28, 18, 53, 80]",5.7,55597,2014-03-28,2014-03-28,5.5,779,14.055,10508518,35000000,18376443
84355,tt1742336,Your Sister's Sister,Your Sister's Sister,Your Sister's Sister,90.0,"Comedy,Drama","[18, 35]",6.7,24780,2012-06-15,2012-06-14,6.6,192,7.115,1597486,120000,3090593
70868,tt1742650,I Don't Know How She Does It,I Don't Know How She Does It,I Don't Know How She Does It,89.0,"Comedy,Romance","[10749, 35]",4.9,18552,2011-09-16,2011-09-16,5.2,231,8.271,9659074,24000000,24474463
190955,tt1747958,Blood Ties,Blood Ties,Blood Ties,127.0,"Action,Crime,Drama","[53, 80, 18]",6.5,17771,2014-03-21,2014-03-21,6.1,268,12.003,42472,26000000,2923959
83666,tt1748122,Moonrise Kingdom,Moonrise Kingdom,Moonrise Kingdom,94.0,"Adventure,Comedy,Drama","[35, 18, 10749]",7.8,291750,2012-05-25,2012-05-25,7.7,3023,14.085999999999999,45512466,16000000,68848446
75638,tt1748179,Red Lights,Red Lights,Red Lights,114.0,"Drama,Fantasy,Horror",[53],6.2,55287,2012-07-13,2012-07-12,6.1,615,8.25,49521,17700000,14518884
86812,tt1748207,Sound of My Voice,Sound of My Voice,Sound of My Voice,85.0,"Drama,Mystery,Sci-Fi","[878, 18, 9648, 53]",6.6,19387,2012-04-27,2011-01-22,6.4,169,7.212000000000001,408015,135000,429448
134597,tt1748227,The Collection,The Collection,The Collection,82.0,"Action,Horror,Thriller","[27, 53]",6.1,42256,2012-11-30,2012-09-21,6.1,465,9.059,6810754,10000000,8890094
188652,tt1754633,The Ghastly Love of Johnny X,The Ghastly Love of Johnny X,The Ghastly Love of Johnny X,106.0,"Comedy,Fantasy,Musical","[35, 14, 10402]",5.7,386,2012-10-26,2013-04-26,6.5,9,2.971,2436,2000000,2436
78381,tt1756851,Twixt,Twixt,Twixt,88.0,"Comedy,Fantasy,Horror","[27, 9648, 14, 35]",4.8,9774,2013-07-23,2012-08-10,5.0,132,6.12,0,7000000,1268346
98369,tt1758575,Blue Like Jazz,Blue Like Jazz,Blue Like Jazz,108.0,"Comedy,Drama","[18, 35]",5.9,2810,2012-04-13,2012-04-13,5.9,35,3.253,595018,1200000,595018
60420,tt1758692,Like Crazy,Like Crazy,Like Crazy,86.0,"Drama,Romance","[18, 10749]",6.7,55841,2011-10-28,2011-10-28,6.5,638,10.091000000000001,3395391,250000,3728400
129139,tt1758795,The To Do List,The To Do List,The To Do List,104.0,"Comedy,Romance","[35, 10749]",5.8,34524,2013-07-26,2013-07-26,5.5,534,7.33,3491669,1500000,4128828
372343,tt1758810,The Snowman,The Snowman,The Snowman,119.0,"Crime,Drama,Mystery","[18, 80, 53, 27]",5.1,47890,2017-10-20,2017-10-20,5.1,1225,14.581,6670765,35000000,43226146
84199,tt1763303,The First Time,The First Time,The First Time,95.0,"Comedy,Drama,Romance","[18, 35, 10749]",6.9,62589,2012-10-19,2012-10-19,7.0,1426,11.25,17061,2000000,17061
60599,tt1764183,Arbitrage,Arbitrage,Arbitrage,107.0,"Drama,Thriller","[18, 53]",6.6,46774,2012-09-14,2012-09-14,6.2,459,12.14,7919574,12000000,35830713
64689,tt1764234,Killing Them Softly,Killing Them Softly,Killing Them Softly,97.0,"Crime,Thriller","[80, 53]",6.2,124086,2012-11-30,2012-11-30,6.0,1105,11.298,14945541,15000000,39238443
322194,tt1764615,Subconscious,Subconscious,Subconscious,72.0,Horror,"[28, 53, 9648]",4.5,172,2015-03-10,2015-03-10,3.1,7,0.855,0,500000,0
322194,tt2909932,Subconscious,Subconscious,Subconscious,122.0,"Action,Mystery,Thriller","[28, 53, 9648]",2.2,323,2015-03-10,2015-03-10,3.1,7,0.855,0,500000,0
76163,tt1764651,The Expendables 2,The Expendables 2,The Expendables 2,103.0,"Action,Adventure,Thriller","[28, 12, 53]",6.6,277584,2012-08-17,2012-08-17,6.2,4219,17.215999999999998,85028192,100000000,311979256
92182,tt1767382,Silent House,Silent House,Silent House,86.0,"Drama,Horror,Mystery","[27, 9648]",5.3,20831,2012-03-09,2011-01-21,5.2,184,7.079,12739737,2000000,16610760
100046,tt1769363,The Giant Mechanical Man,The Giant Mechanical Man,The Giant Mechanical Man,95.0,"Comedy,Drama,Romance","[35, 18, 10749]",6.7,8921,2012-04-27,2012-04-27,6.3,70,5.945,7396,900000,7396
50357,tt1772240,Apollo 18,Apollo 18,Apollo 18,86.0,"Horror,Mystery,Sci-Fi","[27, 53, 878]",5.2,51427,2011-09-02,2011-09-02,5.0,486,8.384,17686929,5000000,26517819
309919,tt1772261,The Curse of Downers Grove,The Curse of Downers Grove,The Curse of Downers Grove,89.0,"Drama,Horror,Mystery","[53, 9648, 27, 18]",4.5,1618,2015-08-21,2015-08-21,4.7,42,3.674,0,2000000,0
256924,tt1772288,Danny Collins,Danny Collins,Danny Collins,106.0,"Biography,Comedy,Drama","[35, 18, 10402]",7.0,27435,2015-03-20,2015-03-20,6.7,260,8.933,5637066,10000000,8465845
455240,tt1772317,Nerve,Nerve,Nerve,83.0,"Comedy,Drama","[35, 18]",6.8,88,2016-07-27,2011-12-07,10.0,1,0.6,38583626,20000000,70652284
455240,tt2495778,Nerve,Nerve,Nerve,86.0,"Drama,Mystery,Thriller","[35, 18]",4.6,118,2016-07-27,2011-12-07,10.0,1,0.6,38583626,20000000,70652284
455240,tt3531824,Nerve,Nerve,Nerve,96.0,"Action,Adventure,Crime","[35, 18]",6.5,102782,2016-07-27,2011-12-07,10.0,1,0.6,38583626,20000000,70652284
455240,tt5324464,Nerve,Nerve,Nerve,62.0,"Documentary,History","[35, 18]",6.2,6,2016-07-27,2011-12-07,10.0,1,0.6,38583626,20000000,70652284
82690,tt1772341,Wreck-It Ralph,Wreck-It Ralph,Wreck-It Ralph,101.0,"Adventure,Animation,Comedy","[10751, 16, 35, 12]",7.7,344496,2012-11-02,2012-11-02,7.3,7780,22.967,189412677,165000000,496511521
197583,tt1777595,50 to 1,50 to 1,50 to 1,110.0,Drama,"[35, 18]",6.6,1739,2014-03-21,2014-03-21,6.2,25,2.852,1069454,10000000,1069454
72571,tt1778304,Paranormal Activity 3,Paranormal Activity 3,Paranormal Activity 3,83.0,"Horror,Mystery,Thriller",[27],5.8,85689,2011-10-21,2011-10-21,5.9,1197,9.669,104028807,5000000,207039844
96724,tt1781769,Anna Karenina,Anna Karenina,Anna Karenina,129.0,"Drama,Romance","[18, 10749]",6.6,84668,2012-11-16,2012-11-16,6.7,1265,9.987,12816367,49000000,71004627
407874,tt1781784,Burn,Burn,Burn,86.0,Documentary,"[28, 80, 27, 53]",7.5,663,2012-07-20,2011-01-01,9.0,1,0.6,1109276,225000,1109276
184341,tt1781827,Hands of Stone,Hands of Stone,Hands of Stone,111.0,"Action,Biography,Drama",[18],6.6,12851,2016-08-26,2016-08-26,6.1,167,8.17,4712792,20000000,5031975
192141,tt1781922,No Escape,No Escape,No Escape,103.0,"Action,Thriller","[28, 53]",6.8,70222,2015-08-26,2015-08-26,6.8,1296,19.005,27288872,5000000,42844516
51017,tt1787759,Madea's Big Happy Family,Madea's Big Happy Family,Madea's Big Happy Family,106.0,"Comedy,Drama","[35, 18]",4.7,6996,2011-04-22,2011-04-22,6.7,71,9.392999999999999,53345287,25000000,54160818
74725,tt1788391,Kill List,Kill List,Kill List,95.0,"Crime,Drama,Horror","[27, 53, 80]",6.4,32807,2012-02-03,2012-01-04,6.1,332,7.0360000000000005,29063,800000,462206
